GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,total_population
G5401090,1870,West Virginia,540,Wyoming,1090,Wyoming,3171
G5500010,1870,Wisconsin,550,Adams,10,Adams,6601
G5500030,1870,Wisconsin,550,Ashland,30,Ashland,221
G5500050,1870,Wisconsin,550,Barron,50,Barron,538
G5500070,1870,Wisconsin,550,Bayfield,70,Bayfield,344
G5500090,1870,Wisconsin,550,Brown,90,Brown,25168
G5500110,1870,Wisconsin,550,Buffalo,110,Buffalo,11123
G5500130,1870,Wisconsin,550,Burnett,130,Burnett,706
G5500150,1870,Wisconsin,550,Calumet,150,Calumet,12335
G5500170,1870,Wisconsin,550,Chippewa,170,Chippewa,8311
G5500190,1870,Wisconsin,550,Clark,190,Clark,3450
G5500210,1870,Wisconsin,550,Columbia,210,Columbia,28802
G5500230,1870,Wisconsin,550,Crawford,230,Crawford,13075
G5500250,1870,Wisconsin,550,Dane,250,Dane,53096
G5500270,1870,Wisconsin,550,Dodge,270,Dodge,47035
G5500290,1870,Wisconsin,550,Door,290,Door,4919
G5500310,1870,Wisconsin,550,Douglas,310,Douglas,1122
G5500330,1870,Wisconsin,550,Dunn,330,Dunn,9488
G5500350,1870,Wisconsin,550,Eau Claire,350,Eau Claire,10769
G5500390,1870,Wisconsin,550,Fond du Lac,390,Fond Du Lac,46273
G5500430,1870,Wisconsin,550,Grant,430,Grant,37979
G5500450,1870,Wisconsin,550,Green,450,Green,23611
G5500470,1870,Wisconsin,550,Green Lake,470,Green Lake,13195
G5500490,1870,Wisconsin,550,Iowa,490,Iowa,24544
G5500530,1870,Wisconsin,550,Jackson,530,Jackson,7687
G5500550,1870,Wisconsin,550,Jefferson,550,Jefferson,34040
G5500570,1870,Wisconsin,550,Juneau,570,Juneau,12372
G5500590,1870,Wisconsin,550,Kenosha,590,Kenosha,13147
G5500610,1870,Wisconsin,550,Kewaunee,610,Kewaunee,10128
G5500630,1870,Wisconsin,550,La Crosse,630,La Crosse,20297
G5500650,1870,Wisconsin,550,Lafayette,650,Lafayette,22659
G5500710,1870,Wisconsin,550,Manitowoc,710,Manitowoc,33364
G5500730,1870,Wisconsin,550,Marathon,730,Marathon,5885
G5500770,1870,Wisconsin,550,Marquette,770,Marquette,8056
G5500790,1870,Wisconsin,550,Milwaukee,790,Milwaukee,89930
G5500810,1870,Wisconsin,550,Monroe,810,Monroe,16550
G5500830,1870,Wisconsin,550,Oconto,830,Oconto,8321
G5500870,1870,Wisconsin,550,Outagamie,870,Outagamie,18430
G5500890,1870,Wisconsin,550,Ozaukee,890,Ozaukee,15564
G5500910,1870,Wisconsin,550,Pepin,910,Pepin,4659
G5500930,1870,Wisconsin,550,Pierce,930,Pierce,9958
G5500950,1870,Wisconsin,550,Polk,950,Polk,3422
G5500970,1870,Wisconsin,550,Portage,970,Portage,10634
G5501010,1870,Wisconsin,550,Racine,1010,Racine,26740
G5501030,1870,Wisconsin,550,Richland,1030,Richland,15731
G5501050,1870,Wisconsin,550,Rock,1050,Rock,39030
G5501090,1870,Wisconsin,550,St Croix,1090,St Croix,11035
G5501110,1870,Wisconsin,550,Sauk,1110,Sauk,23860
G5501150,1870,Wisconsin,550,Shawano,1150,Shawano,3166
G5501170,1870,Wisconsin,550,Sheboygan,1170,Sheboygan,31749
G5501210,1870,Wisconsin,550,Trempealeau,1210,Trempealeau,10732
G5501230,1870,Wisconsin,550,Vernon,1230,Vernon,18645
G5501270,1870,Wisconsin,550,Walworth,1270,Walworth,25972
G5501310,1870,Wisconsin,550,Washington,1310,Washington,23919
G5501330,1870,Wisconsin,550,Waukesha,1330,Waukesha,28274
G5501350,1870,Wisconsin,550,Waupaca,1350,Waupaca,15539
G5501370,1870,Wisconsin,550,Waushara,1370,Waushara,11279
G5501390,1870,Wisconsin,550,Winnebago,1390,Winnebago,37279
G5501410,1870,Wisconsin,550,Wood,1410,Wood,3912
G5650015,1870,Wyoming Territory,565,Albany,15,Albany,2021
G5650035,1870,Wyoming Territory,565,Carbon,35,Carbon,1368
G5650095,1870,Wyoming Territory,565,Laramie,95,Laramie,2957
G5650115,1870,Wyoming Territory,565,Sweetwater,115,Sweetwater,1916
G5650135,1870,Wyoming Territory,565,Uinta,135,Uinta,856
